Kushki,Colombia    ,Comercio,2019,2,Ana,Cruz,CIO,Evento,SAP
Treasy,Brasil,Comercio,2019,2,Ana,Ruiz,Director Operaciones,Evento,SAP
Imix,Colombia,Comercio,2019,2,Ambrosio,Lorenzo,CEO,Evento,SAP
Libera,Colombia,Comercio,2019,2,Albert,Ramirez,Director Finanzas,Evento,SAP
Basement,Brasil,Comercio,2019,2,Abelardo,Ramos,Manager TI,Evento,SAP
PlacetoPay,Colombia,Comercio,2019,2,Abelardo,Diaz,CEO,Evento,SAP
Rappi,Colombia,Comercio,2019,2,Abdon,Prieto,CIO,Evento,SAP
Enbanca,Colombia,Comercio,2019,5,Victoria,Delgado,Manager TI,Otros,Gobierno
Radix Wealth Care,RLA,Comercio,2019,9,Rebeca,Torres,Director Finanzas,Otros,IoT
Hipoko,Colombia,Comercio,2019,10,Sonia,Gallardo,CIO,Proyecto,Inversion Tecnologica
Pagos 360,Argentina,Comercio,2019,3,Fausto,Crespo,CIO,Proyecto,Analisis Mercado
Seguro Canguro,Colombia,Comercio,2019,4,Carmen,Aguilar,Director TI,Proyecto,Inversion Tecnologica
Clay,Chile,Comercio,2019,3,Cristina,Ramirez,Manager TI,Proyecto,Analisis Mercado
Colektia,Chile,Comercio,2019,6,Jeremias,Cambil,Director Ventas,Proyecto,IoT
Impesa,RLA,Comercio,2019,7,Heriberto,Iglesias,CEO,Proyecto,Automatizacion
Intrades,Colombia    ,Comercio,2019,8,Barbara,Pena,Director TI,Proyecto,Inversion Tecnologica
WCORE,Brasil,Comercio,2019,12,Aristides,Vargas,CIO,Proyecto,Automatizacion
Mercado Pago,Argentina,Comercio,2018,2,Victor,Crespo,Director TI,Evento,SAP
Dividendee,Mexico,Comercio,2018,2,Valeriano,Blanco,Director TI,Evento,SAP
Pipefy,Brasil,Comercio,2018,2,Urbano,Parra,Manager TI,Evento,SAP
Ictineo Ptf,Mexico,Comercio,2018,2,Trinidad,Guerrero,Manager TI,Evento,SAP
Rapicredito,Argentina,Comercio,2018,2,Trinidad,Bravo,Manager TI,Evento,SAP
Suyo,Colombia,Comercio,2018,2,Trinidad,Jimenez,Director TI,Evento,SAP
Prometeo,RLA,Comercio,2018,2,Teodosia,Rodriguez,Director TI,Evento,SAP
Hipoko,Colombia,Comercio,2018,2,Sonia,Gallardo,CIO,Evento,SAP
Alquilando.com,Argentina,Comercio,2018,2,Sergio,Parra,Otro,Evento,SAP
Arma tu Vaca,Colombia,Comercio,2018,2,Segismundo,Cortes,CEO,Evento,SAP
Kushki,Colombia    ,Comercio,2018,2,Salomon,Castro,CIO,Evento,SAP
FINGAME,Mexico,Comercio,2018,2,Ramiro,Torres,Director TI,Evento,SAP
Imix,Colombia,Comercio,2018,2,Otilia,alvarez,CIO,Evento,SAP
Biometrika,Chile,Comercio,2018,2,Margarita,Reyes,Director TI,Evento,SAP
ArkusNexus,Mexico,Comercio,2018,2,Marcelo,Romero,Director Operaciones,Evento,SAP
ConnectaLabs AI,Chile,Comercio,2018,2,Luz,Prieto,Director Ventas,Evento,SAP
Tasa Top,Peru,Comercio,2018,2,Luz,Perez,Manager TI,Evento,SAP
NOCNOK,Mexico,Comercio,2018,2,Lino,Navarro,Director TI,Evento,SAP
Ocapital,Mexico,Comercio,2018,2,Lidia,Velasco,Director Operaciones,Evento,SAP
Konfront,Mexico,Comercio,2018,2,Isidro,Gil,CFO,Evento,SAP
Polygon Fintech,Mexico,Comercio,2018,2,Irene,Marquez,Director TI,Evento,SAP
Rocket.la,Mexico,Comercio,2018,2,Gerardo,Romero,CIO,Evento,SAP
Basement,Brasil,Comercio,2018,2,Francisco,Cortes,Manager TI,Evento,SAP
Nama,Brasil,Comercio,2018,2,Felix,Mendez,Director Ventas,Evento,SAP
Treasy,Brasil,Comercio,2018,2,Federico,Prieto,COO,Evento,SAP
Pagos 360,Argentina,Comercio,2018,2,Fausto,Crespo,CIO,Evento,SAP
Wayra,Brasil,Comercio,2018,2,Fausto,Hidalgo,CEO,Evento,SAP
mibucle,Argentina,Comercio,2018,2,Encarnacion,Pascual,Director TI,Evento,SAP
Ubii Pagos,RLA,Comercio,2018,2,Edgar,Navarro,Director TI,Evento,SAP
MZP TECH,Argentina,Comercio,2018,2,Columba,Delgado,COO,Evento,SAP
BLU365,Brasil,Comercio,2018,2,Cirino,Suarez,CIO,Evento,SAP
Alphacredit,Mexico,Comercio,2018,2,Cesareo,Prieto,Manager TI,Evento,SAP
Seguro Canguro,Colombia,Comercio,2018,2,Carmen,Aguilar,Director TI,Evento,SAP
UNIKO,Mexico,Comercio,2018,2,Benjamin,Herrera,Director Finanzas,Evento,SAP
Gestionix,Mexico,Comercio,2018,2,Benito,Santos,Director Ventas,Evento,SAP
Wuabi,Argentina,Comercio,2018,2,Benedicto,Morales,COO,Evento,SAP
Laudox,Peru,Comercio,2018,2,Aurelio,Blanco,CFO,Evento,SAP
Libera,Colombia,Comercio,2018,2,Albert,Ramirez,Director Finanzas,Evento,SAP
PlacetoPay,Colombia,Comercio,2018,2,Abelardo,Diaz,CEO,Evento,SAP
Rappi,Colombia,Comercio,2018,2,Abdon,Prieto,CIO,Evento,SAP
Enconta,Mexico,Financiera,2019,6,Sebastian,Jimenez,COO,Evento,Gobierno
AU10TIX,Mexico,Financiera,2019,6,Salvio,Vazquez,Director TI,Evento,Gobierno
Mimoni,Mexico,Financiera,2019,6,Rosendo,Serrano,COO,Evento,Gobierno
Deli Delivery,Mexico,Financiera,2019,6,Leonardo,Soto,Director Finanzas,Evento,Gobierno
Visoor,Mexico,Financiera,2019,6,Joan,Reyes,Manager TI,Evento,Gobierno
EXPERT CLOUD ONE,Mexico,Financiera,2019,6,Jesus,Castillo,Manager Ventas,Evento,Gobierno
Circulo de Credito,Mexico,Financiera,2019,6,Gema,Santos,Director TI,Evento,Gobierno
Coinrex,Mexico,Financiera,2019,6,Fortunato,Rubio,Manager Ventas,Evento,Gobierno
Clip,Mexico,Financiera,2019,6,Felipe,Morales,Director Finanzas,Evento,Gobierno
Ahorra Seguros,Mexico,Financiera,2019,6,Epifania,Gil,COO,Evento,Gobierno
Linio Group,Mexico,Financiera,2019,6,Aitor,Gonzalez,Manager Operaciones,Evento,Gobierno
Auto Chilango,Mexico,Financiera,2019,6,Adelaida,Aguilar,Director Finanzas,Evento,Gobierno
DEUcredito,Brasil,Financiera,2019,9,Victor,Blanco,Manager TI,Evento,Iot
Movii,Colombia,Financiera,2019,9,Tomas,Fuentes,Manager TI,Evento,Iot
Auto Chilango,Mexico,Financiera,2019,9,Sixto,Sanchez,Manager TI,Evento,Iot
Mi Credit Peru,Peru,Financiera,2019,9,Simon,Ortega,Director Ventas,Evento,Iot
Kashio,Peru    ,Financiera,2019,9,Simeon,Montero,Director Ventas,Evento,Iot
Circulo de Credito,Mexico,Financiera,2019,9,Sergio,Calvo,Manager TI,Evento,Iot
EWALLY,Brasil,Financiera,2019,9,Ruperto,Mendez,Manager TI,Evento,Iot
TuCambista,Peru,Financiera,2019,9,Rosendo,Marin,CFO,Evento,Iot
Kunder,Chile,Financiera,2019,9,Rebeca,Suarez,CEO,Evento,Iot
Credicuotas,Argentina,Financiera,2019,9,Raquel,Leon,Manager TI,Evento,Iot
Xerpa,Brasil,Financiera,2019,9,Petronila,Gil,CFO,Evento,Iot
Mimoni,Mexico,Financiera,2019,9,Oseas,Gutierrez,Director TI,Evento,Iot
Cobin,Peru,Financiera,2019,9,Matias,Moreno,Director TI,Evento,Iot
Bull Market Brokers,Argentina,Financiera,2019,9,Lucrecia,Marin,CIO,Evento,Iot
Jobecam,Brasil,Financiera,2019,9,Josue,Pena,COO,Evento,Iot
Aspiria,Mexico,Financiera,2019,9,Jorge,Soler,CFO,Evento,Iot
Datapedia,Brasil,Financiera,2019,9,Joan,Suarez,Otro,Evento,Iot
Creze,Mexico,Financiera,2019,9,Jacob,Cano,CEO,Evento,Iot
Fiesta,Colombia,Financiera,2019,9,Ismael,Leon,CFO,Evento,Iot
AU10TIX,Mexico,Financiera,2019,9,Heliodoro,Santana,Director TI,Evento,Iot
Apurata,Peru,Financiera,2019,9,Gustavo,Santiago,Manager TI,Evento,Iot
EXPERT CLOUD ONE,Mexico,Financiera,2019,9,Godofredo,Jimenez,CIO,Evento,Iot
Coinrex,Mexico,Financiera,2019,9,Fabiola,Hidalgo,Manager TI,Evento,Iot
Visoor,Mexico,Financiera,2019,9,Fabian,Marin,Director TI,Evento,Iot
Loft,Brasil,Financiera,2019,9,Evaristo,Montero,Director TI,Evento,Iot
Mercado Libre,Argentina,Financiera,2019,9,Daniel,Parra,CEO,Evento,Iot
Crowdium,Argentina,Financiera,2019,9,Damian,Cano,CIO,Evento,Iot
Lyntik,Colombia,Financiera,2019,9,Cesareo,Garcia,Manager TI,Evento,Iot
IOV Labs,Argentina,Financiera,2019,9,Catalina,Fernandez,CIO,Evento,Iot
Monkey Exchange,Brasil,Financiera,2019,9,Benigno,Gomez,CIO,Evento,Iot
Collect Pay,Colombia,Financiera,2019,9,Belen,Lorenzo,CEO,Evento,Iot
Mercado de capitales,Chile,Financiera,2019,9,Barbara,Mora,Manager TI,Evento,Iot
Chapa Cash,Peru,Financiera,2019,9,aurea,Soto,Director Ventas,Evento,Iot
Linio Group,Mexico,Financiera,2019,9,Arturo,Gonzalez,Director Ventas,Evento,Iot
Magnetis,Brasil,Financiera,2019,9,Alipio,Medina,CIO,Evento,Iot
CargoX,Brasil,Financiera,2019,9,Alejandra,Santiago,COO,Evento,Iot
Holberton School Colombia,Colombia,Financiera,2019,9,Absalon,Gallego,Director TI,Evento,Iot
Datapedia,Brasil,Financiera,2019,2,Victoria,Romero,CFO,Evento,SAP
TuCambista,Peru,Financiera,2019,2,Romualdo,Parra,Director TI,Evento,SAP
Konsigue,Mexico,Financiera,2019,2,Narciso,Lozano,Director Ventas,Evento,SAP
Apurata,Peru,Financiera,2019,2,Juana,Jimenez,COO,Evento,SAP
Collect Pay,Colombia,Financiera,2019,2,Jeronimo,Prieto,CIO,Evento,SAP
Fiesta,Colombia,Financiera,2019,2,Ismael,Caballero,CIO,Evento,SAP
Deli Delivery,Mexico,Financiera,2019,2,Honorato,Gimenez,Director TI,Evento,SAP
Kashio,Peru    ,Financiera,2019,2,Elisa,Marquez,Director Finanzas,Evento,SAP
CrediSeguro,Colombia,Financiera,2019,2,Cesareo,Marin,Director TI,Evento,SAP
Linio Group,Mexico,Financiera,2019,2,Celina,Navarro,Director Ventas,Evento,SAP
Veri Tran,Chile,Financiera,2019,2,Celina,Molina,Director TI,Evento,SAP
Andy,Peru,Financiera,2019,2,Aquiles,Castillo,Manager TI,Evento,SAP
Monkey Exchange,Brasil,Financiera,2019,2,Rosa,Ruiz,Director Finanzas,Evento,SAP
Coinrex,Mexico,Financiera,2019,2,Purificacion,Ramirez,CIO,Evento,SAP
Credicuotas,Argentina,Financiera,2019,2,Porfirio,Hernandez,Director Ventas,Evento,SAP
IOV Labs,Argentina,Financiera,2019,2,Otilia,Vega,Director Ventas,Evento,SAP
Tolk,Mexico,Financiera,2019,2,Olga,Cortes,Manager TI,Evento,SAP
Clip,Mexico,Financiera,2019,2,Octavio,Iglesias,Manager TI,Evento,SAP
Enconta,Mexico,Financiera,2019,2,Narciso,Castro,CIO,Evento,SAP
Mercado Libre,Argentina,Financiera,2019,2,Montserrat,Molina,Manager TI,Evento,SAP
Chapa Cash,Peru,Financiera,2019,2,Marcos,Crespo,Director Ventas,Evento,SAP
Mimoni,Mexico,Financiera,2019,2,Lucano,Hidalgo,Director Ventas,Evento,SAP
Ahorra Seguros,Mexico,Financiera,2019,2,Josefina,Montoro,CIO,Evento,SAP
AU10TIX,Mexico,Financiera,2019,2,Jorge,Cruz,Manager TI,Evento,SAP
Astro Asset,Brasil,Financiera,2019,2,Ireneo,Pastor,CIO,Evento,SAP
Mercado de capitales,Chile,Financiera,2019,2,Ireneo,Martinez,Director TI,Evento,SAP
Xerpa,Brasil,Financiera,2019,2,Ines,Diaz,Director TI,Evento,SAP
Loft,Brasil,Financiera,2019,2,Godofredo,Perez,Director TI,Evento,SAP
EXPERT CLOUD ONE,Mexico,Financiera,2019,2,Gloria,Bravo,Director Finanzas,Evento,SAP
GeoPagos,Argentina,Financiera,2019,2,Gema,Soto,Manager TI,Evento,SAP
Auto Chilango,Mexico,Financiera,2019,2,Fidel,Castro,CIO,Evento,SAP
Magnetis,Brasil,Financiera,2019,2,Ester,Caballero,CIO,Evento,SAP
Visoor,Mexico,Financiera,2019,2,Cristobal,Aguilar,CIO,Evento,SAP
Kunder,Chile,Financiera,2019,2,Cleofas,Castro,Manager TI,Evento,SAP
Cobin,Peru,Financiera,2019,2,Casio,Blanco,Manager TI,Evento,SAP
Lyntik,Colombia,Financiera,2019,2,Carlos,Rubio,Manager TI,Evento,SAP
EWALLY,Brasil,Financiera,2019,2,Candida,Mora,Director Operaciones,Evento,SAP
DEUcredito,Brasil,Financiera,2019,2,Blanca,Soto,Director TI,Evento,SAP
Bull Market Brokers,Argentina,Financiera,2019,2,Benjamin,Soler,CIO,Evento,SAP
Multi Caja,Chile,Financiera,2019,2,Benito,Iglesias,COO,Evento,SAP
CargoX,Brasil,Financiera,2019,2,Baltasar,Nieto,COO,Evento,SAP
Jobecam,Brasil,Financiera,2019,2,Aurora,Fuentes,Director Operaciones,Evento,SAP
Crowdium,Argentina,Financiera,2019,2,Arnaldo,Gallardo,CIO,Evento,SAP
Aspiria,Mexico,Financiera,2019,2,Anselmo,Lozano,Director TI,Evento,SAP
Daexs,Colombia,Financiera,2019,2,Amaro,Saez,CIO,Evento,SAP
Holberton School Colombia,Colombia,Financiera,2019,2,Amaro,Velasco,CIO,Evento,SAP
Circulo de Credito,Mexico,Financiera,2019,2,Amadeo,Blanco,Director TI,Evento,SAP
Movii,Colombia,Financiera,2019,2,Alicia,Saez,CIO,Evento,SAP
Creze,Mexico,Financiera,2019,2,Alberto,Lorenzo,CIO,Evento,SAP
Mi Credit Peru,Peru,Financiera,2019,2,Aitor,alvarez,CFO,Evento,SAP
Ahorra Seguros,Mexico,Financiera,2019,6,Epifania,Gil,COO,Otros,Big Data
Intiza,Argentina,Financiera,2019,9,Antero,Lozano,Director Finanzas,Otros,IoT
Bit.One,Brasil,Financiera,2019,3,Vladimiro,Flores,Director TI,Proyecto,Analisis Mercado
Mimoni,Mexico,Financiera,2019,8,Rosendo,Serrano,COO,Proyecto,Analisis Mercado
Konsigue,Mexico,Financiera,2019,1,Narciso,Lozano,Director Ventas,Proyecto,Analisis Mercado
Creze,Mexico,Financiera,2019,4,Jacob,Cano,CEO,Proyecto,Inversion Tecnologica
Crowdium,Argentina,Financiera,2019,6,Damian,Cano,CIO,Proyecto,Inversion Tecnologica
Busqo,Colombia,Financiera,2019,5,Colombo,Saez,Director Ventas,Proyecto,IoT
Kriptos,RLA,Financiera,2019,11,Otilia,Dominguez,CIO,Proyecto,Automatizacion
Tienda Pago,Mexico,Financiera,2019,8,Hugo,Cambil,Director Ventas,Proyecto,Analisis Mercado
Volabit,Mexico,Financiera,2019,9,Bernarda,Navarro,Director Finanzas,Proyecto,Analisis Mercado
DEUcredito,Brasil,Financiera,2018,2,Victor,Blanco,Manager TI,Evento,SAP
Movii,Colombia,Financiera,2018,2,Tomas,Fuentes,Manager TI,Evento,SAP
Auto Chilango,Mexico,Financiera,2018,2,Sixto,Sanchez,Manager TI,Evento,SAP
Mi Credit Peru,Peru,Financiera,2018,2,Simon,Ortega,Director Ventas,Evento,SAP
Circulo de Credito,Mexico,Financiera,2018,2,Sergio,Calvo,Manager TI,Evento,SAP
EWALLY,Brasil,Financiera,2018,2,Ruperto,Mendez,Manager TI,Evento,SAP
Kunder,Chile,Financiera,2018,2,Rebeca,Suarez,CEO,Evento,SAP
Xerpa,Brasil,Financiera,2018,2,Petronila,Gil,CFO,Evento,SAP
Tolk,Mexico,Financiera,2018,2,Olga,Cortes,Manager TI,Evento,SAP
Enconta,Mexico,Financiera,2018,2,Narciso,Castro,CIO,Evento,SAP
Mercado Libre,Argentina,Financiera,2018,2,Montserrat,Molina,Manager TI,Evento,SAP
Cobin,Peru,Financiera,2018,2,Matias,Moreno,Director TI,Evento,SAP
Bull Market Brokers,Argentina,Financiera,2018,2,Lucrecia,Marin,CIO,Evento,SAP
Mimoni,Mexico,Financiera,2018,2,Lucano,Hidalgo,Director Ventas,Evento,SAP
Jobecam,Brasil,Financiera,2018,2,Josue,Pena,COO,Evento,SAP
Aspiria,Mexico,Financiera,2018,2,Jorge,Soler,CFO,Evento,SAP
Creze,Mexico,Financiera,2018,2,Jacob,Cano,CEO,Evento,SAP
Astro Asset,Brasil,Financiera,2018,2,Ireneo,Pastor,CIO,Evento,SAP
AU10TIX,Mexico,Financiera,2018,2,Heliodoro,Santana,Director TI,Evento,SAP
EXPERT CLOUD ONE,Mexico,Financiera,2018,2,Godofredo,Jimenez,CIO,Evento,SAP
GeoPagos,Argentina,Financiera,2018,2,Gema,Soto,Manager TI,Evento,SAP
Coinrex,Mexico,Financiera,2018,2,Fabiola,Hidalgo,Manager TI,Evento,SAP
Visoor,Mexico,Financiera,2018,2,Fabian,Marin,Director TI,Evento,SAP
Loft,Brasil,Financiera,2018,2,Evaristo,Montero,Director TI,Evento,SAP
Ahorra Seguros,Mexico,Financiera,2018,2,Epifania,Gil,COO,Evento,SAP
IOV Labs,Argentina,Financiera,2018,2,Catalina,Fernandez,CIO,Evento,SAP
Lyntik,Colombia,Financiera,2018,2,Carlos,Rubio,Manager TI,Evento,SAP
Multi Caja,Chile,Financiera,2018,2,Benito,Iglesias,COO,Evento,SAP
Monkey Exchange,Brasil,Financiera,2018,2,Benigno,Gomez,CIO,Evento,SAP
Mercado de capitales,Chile,Financiera,2018,2,Barbara,Mora,Manager TI,Evento,SAP
Chapa Cash,Peru,Financiera,2018,2,aurea,Soto,Director Ventas,Evento,SAP
Crowdium,Argentina,Financiera,2018,2,Arnaldo,Gallardo,CIO,Evento,SAP
Daexs,Colombia,Financiera,2018,2,Amaro,Saez,CIO,Evento,SAP
Magnetis,Brasil,Financiera,2018,2,Alipio,Medina,CIO,Evento,SAP
CargoX,Brasil,Financiera,2018,2,Alejandra,Santiago,COO,Evento,SAP
Holberton School Colombia,Colombia,Financiera,2018,2,Absalon,Gallego,Director TI,Evento,SAP
Clip,Mexico,Financiera,2018,2,oscar,Benitez,Director TI,Evento,SAP
Credicuotas,Argentina,Financiera,2018,2,Margarita,Flores,Manager TI,Evento,SAP
Eurobits,Mexico    ,Manufactura,2019,6,Zacarias,Aguilar,Director TI,Evento,Gobierno
SASI,Mexico,Manufactura,2019,6,Rosalia,Ruiz,CFO,Evento,Gobierno
MASS Capital,Mexico,Manufactura,2019,6,Renato,Lozano,Otro,Evento,Gobierno
contarte.mx,Mexico,Manufactura,2019,6,Probo,Caballero,Manager Operaciones,Evento,Gobierno
Cuenca,Mexico,Manufactura,2019,6,Montserrat,Gimenez,Director Ventas,Evento,Gobierno
BCP Global,Mexico,Manufactura,2019,6,Lorena,Leon,Manager Operaciones,Evento,Gobierno
Blumon Pay,Mexico,Manufactura,2019,6,Julia,Ortiz,Director Operaciones,Evento,Gobierno
Promologistics S.A. de C.V.,Mexico,Manufactura,2019,6,Jorge,Vazquez,Manager TI,Evento,Gobierno
Resuelve tu Deuda,Mexico,Manufactura,2019,6,Ildefonso,Gimenez,Otro,Evento,Gobierno
CrowdSocios,Mexico,Manufactura,2019,6,Guadalupe,Montero,CFO,Evento,Gobierno
Quincen Lana,Mexico,Manufactura,2019,6,Fidel,Ibanez,Manager Operaciones,Evento,Gobierno
EFISYS,Mexico,Manufactura,2019,6,Fernando,Gutierrez,Manager Operaciones,Evento,Gobierno
ai360,Mexico,Manufactura,2019,6,Diego,Saez,CFO,Evento,Gobierno
